,Name,Passes Made,Ast,Secondary Ast,Potential Ast,Drives,FGA Drives,Passes Drives,Pass% Drives,Ast Drives,Ast% Drives,Catch/Shoot FGA,Catch/Shoot 3FGA,Pull-up FGA,Pull-up 3FGA,Touches,Front Ct Touches,Time of Poss,Avg Sec/Touch,Avg Drib/Touch,Elbow Touches,Post Ups,Paint Touches,Dist. Feet,Dist. Miles Off,Dist. Miles Def,Avg Speed,Team
458,T.J. McConnell,37.4,3.4,0.6,6.2,5.0,2.5,1.9,38.6,0.5,10.2,0.7,0.5,2.7,0.1,45.8,14.3,3.6,4.71,4.49,0.3,0.0,0.7,8567.4,0.88,0.74,4.7,PHI
459,T.J. Warren,43.9,1.5,0.3,3.7,6.8,4.9,0.9,12.6,0.2,3.1,3.9,3.6,3.5,0.6,61.5,35.8,2.1,2.08,1.06,1.1,0.7,1.5,12420.9,1.26,1.09,4.18,PHX
460,TJ Leaf,7.2,0.4,0.0,0.8,0.9,0.6,0.2,19.6,0.1,5.9,0.6,0.5,0.2,0.0,11.0,6.2,0.3,1.61,0.59,0.8,0.6,1.6,3778.6,0.38,0.33,4.4,IND
461,Tahjere McCall,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,5.0,0.2,1.75,0.43,0.0,0.0,0.0,3121.0,0.27,0.32,3.9,BKN
462,Taj Gibson,29.0,1.2,0.2,2.0,0.8,0.6,0.1,10.9,0.0,3.6,1.2,0.5,0.3,0.0,39.4,21.5,1.1,1.61,0.7,3.1,3.0,6.2,9541.5,0.96,0.85,4.2,MIN
463,Taurean Prince,19.2,2.1,0.1,4.1,5.7,2.5,2.2,39.2,0.5,9.6,3.7,3.7,3.7,1.9,33.7,24.5,1.4,2.56,1.72,0.2,0.1,0.5,11002.6,1.12,0.96,4.14,ATL
464,Terrance Ferguson,9.5,1.0,0.1,1.6,1.4,0.4,0.7,48.5,0.2,14.6,3.8,3.6,0.5,0.2,16.6,13.4,0.4,1.55,0.75,0.3,0.0,0.9,10548.3,0.97,1.03,4.33,OKC
465,Terrence Jones,6.0,0.0,0.0,0.5,0.5,0.0,0.5,100.0,0.0,0.0,1.0,1.0,0.0,0.0,8.5,4.5,0.4,2.79,1.41,0.0,0.0,0.5,1081.5,0.12,0.09,4.47,HOU
466,Terrence Ross,18.2,1.7,0.4,3.4,2.1,1.2,0.6,29.0,0.2,10.7,6.1,4.7,4.9,2.1,33.3,24.7,1.4,2.44,1.41,0.8,0.0,0.5,10833.2,1.14,0.91,4.31,ORL
467,Terry Rozier,40.3,2.9,0.6,5.6,4.9,2.2,2.2,44.5,0.4,9.0,2.7,2.7,3.2,1.6,51.9,19.7,3.7,4.22,3.73,0.3,0.0,0.5,9386.4,0.95,0.82,4.41,BOS
468,Thabo Sefolosha,14.4,0.6,0.1,1.2,1.1,0.5,0.5,44.4,0.1,11.1,1.5,1.4,0.4,0.2,18.4,9.1,0.6,1.9,1.01,0.2,0.1,0.4,4976.6,0.52,0.42,4.38,UTA
469,Thaddeus Young,36.4,2.5,0.3,4.3,1.8,1.0,0.6,31.5,0.1,6.7,1.9,1.7,0.5,0.1,50.3,27.4,1.5,1.81,0.74,2.4,5.1,5.2,12136.5,1.21,1.09,4.2,IND
470,Theo Pinson,15.7,1.2,0.1,2.3,2.4,0.8,0.9,37.2,0.2,9.3,1.6,1.6,1.2,1.0,21.9,10.8,1.4,3.74,2.9,0.2,0.0,0.3,4592.0,0.47,0.4,4.13,BKN
471,Thomas Bryant,26.3,1.3,0.2,2.3,0.4,0.2,0.1,26.9,0.0,3.8,1.9,1.2,0.3,0.1,35.4,19.2,0.9,1.49,0.37,2.8,0.6,5.1,8239.6,0.83,0.73,4.22,WAS
472,Thomas Welsh,3.4,0.5,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.1,0.0,4.8,3.5,0.1,1.78,0.68,0.3,0.2,0.1,1317.5,0.13,0.11,4.08,DEN
473,Thon Maker,18.1,0.7,0.1,1.2,0.3,0.1,0.1,38.1,0.0,4.8,2.4,2.3,0.2,0.1,23.7,12.8,0.6,1.51,0.42,0.7,0.2,1.9,6291.3,0.63,0.56,4.45,DET
474,Tim Frazier,36.9,4.2,0.4,7.5,3.5,1.1,1.9,55.1,0.6,17.9,1.1,1.1,1.5,0.6,44.8,17.1,3.1,4.11,3.65,0.4,0.0,1.0,7825.5,0.8,0.68,4.37,MIL
475,Tim Hardaway Jr.,31.6,2.5,0.4,5.1,5.4,3.0,1.4,26.5,0.3,6.1,4.9,4.4,6.1,2.8,51.8,33.7,2.3,2.72,1.83,0.7,0.4,0.8,12206.8,1.27,1.04,4.1,DAL
476,Timothe Luwawu-Cabarrot,9.6,0.5,0.0,1.2,1.7,0.9,0.6,36.8,0.1,8.0,2.2,2.2,0.6,0.1,15.3,9.5,0.5,2.05,1.25,0.1,0.0,0.6,5648.8,0.57,0.5,4.48,CHI
477,Tobias Harris,40.9,2.8,0.4,5.6,8.8,4.6,3.0,33.6,0.6,7.1,3.6,3.5,5.0,1.3,61.2,35.1,3.1,3.02,2.11,1.3,2.1,2.0,13779.1,1.44,1.17,4.22,PHI
478,Tomas Satoransky,46.3,5.0,0.6,9.3,6.9,2.3,3.6,52.1,1.0,14.5,1.9,1.8,1.4,0.2,57.2,21.9,3.9,4.06,3.97,0.8,0.2,1.8,11416.0,1.16,1.01,4.5,WAS
479,Tony Bradley,14.0,0.3,0.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,-,0.0,-,20.0,11.0,0.4,1.32,0.4,2.3,0.0,5.3,4911.7,0.5,0.43,4.34,UTA
480,Tony Parker,28.9,3.7,0.3,6.8,10.2,3.9,4.7,46.4,1.3,12.3,1.0,0.8,3.3,0.1,41.1,13.9,4.2,6.13,6.66,0.3,0.0,0.3,7325.4,0.79,0.59,4.35,CHA
481,Tony Snell,14.6,0.9,0.1,1.8,1.8,1.1,0.6,31.1,0.1,7.6,2.6,2.6,0.6,0.2,20.3,12.6,0.6,1.89,1.04,0.5,0.0,0.6,6991.8,0.69,0.63,4.2,MIL
482,Torrey Craig,13.7,1.0,0.2,1.9,0.8,0.4,0.3,38.1,0.0,3.2,2.4,2.4,0.3,0.1,20.1,13.6,0.6,1.82,0.85,0.3,0.1,1.9,8316.1,0.81,0.77,4.42,DEN
483,Trae Young,55.3,8.1,0.8,15.3,17.6,6.6,8.0,45.2,2.4,13.5,1.7,1.6,7.3,4.2,81.3,26.2,7.4,5.49,5.28,0.5,0.0,0.9,12751.7,1.37,1.05,4.37,ATL
484,Treveon Graham,21.7,1.0,0.1,1.7,2.3,1.0,1.0,43.0,0.3,11.4,3.5,3.5,0.7,0.1,28.4,14.3,0.8,1.65,0.75,0.1,0.1,1.0,8521.3,0.87,0.74,4.45,BKN
485,Trevon Duval,4.7,0.7,0.0,1.0,2.0,0.7,1.3,66.7,0.7,33.3,0.3,0.3,0.3,0.0,5.7,2.7,0.5,5.09,4.71,0.0,0.0,0.0,805.7,0.08,0.07,4.77,HOU
486,Trevor Ariza,38.9,3.6,0.4,6.3,6.0,2.1,3.0,49.6,0.7,12.3,4.7,4.6,1.9,1.3,53.1,36.8,1.9,2.15,1.16,0.8,0.6,1.1,12691.8,1.25,1.15,3.99,WAS
487,Trey Burke,30.7,2.7,0.3,5.7,7.6,3.7,2.9,38.1,0.6,8.1,1.6,1.5,4.2,1.2,43.8,16.9,3.6,4.94,4.82,0.2,0.1,0.4,8033.9,0.81,0.71,4.4,DAL
488,Trey Lyles,22.4,1.4,0.2,2.5,2.7,1.6,0.7,24.1,0.2,6.3,3.0,2.8,1.2,0.3,32.7,19.7,1.1,2.01,0.93,1.0,1.6,1.9,6732.5,0.7,0.57,4.08,DEN
489,Tristan Thompson,35.0,2.0,0.3,3.5,1.8,1.2,0.3,19.0,0.0,2.5,0.1,-,0.5,-,47.3,26.3,1.7,2.14,0.89,6.0,3.1,8.1,10613.3,1.11,0.9,4.15,CLE
490,Troy Brown Jr.,13.6,1.5,0.1,2.4,2.5,1.4,0.7,27.3,0.2,7.8,1.1,1.0,1.1,0.2,19.7,12.6,0.9,2.78,2.15,0.5,0.0,1.0,5743.7,0.59,0.5,4.32,WAS
491,Troy Caupain,3.0,1.0,0.0,0.8,0.3,0.3,0.0,0.0,0.0,0.0,0.5,0.5,1.3,0.3,5.3,3.8,0.4,4.15,2.38,0.0,0.0,0.0,1579.0,0.17,0.13,4.24,ORL
492,Troy Daniels,12.7,0.5,0.1,1.4,0.5,0.4,0.1,21.4,0.0,3.6,2.7,2.6,1.9,1.1,19.2,13.3,0.7,2.03,1.36,0.3,0.0,0.6,6143.0,0.64,0.53,4.36,PHX
493,Troy Williams,11.6,0.5,0.1,1.3,1.1,0.8,0.3,25.0,0.0,0.0,2.0,2.0,0.3,0.1,17.4,11.1,0.5,1.76,0.7,0.2,0.0,0.8,6326.0,0.63,0.57,4.49,SAC
494,Tyler Cavanaugh,4.3,0.1,0.0,0.2,0.3,0.1,0.1,33.3,0.0,0.0,0.5,0.5,0.1,0.0,5.5,2.5,0.1,1.24,0.29,0.0,0.1,0.5,1591.2,0.17,0.13,4.59,UTA
495,Tyler Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,1.0,1.0,0.0,1.72,1.0,0.0,0.0,1.0,297.0,0.03,0.02,6.28,OKC
496,Tyler Dorsey,12.6,1.2,0.2,2.8,3.7,1.4,1.8,47.5,0.3,6.7,2.0,2.0,1.5,0.8,19.7,13.6,0.9,2.7,2.34,0.3,0.0,0.6,6091.9,0.61,0.54,4.44,MEM
497,Tyler Johnson,35.4,2.9,0.3,5.6,6.8,2.6,3.1,45.2,0.6,9.6,4.5,4.2,1.5,0.3,48.5,27.6,2.6,3.23,2.85,0.6,0.0,0.9,11038.9,1.16,0.93,4.36,PHX
498,Tyler Lydon,3.1,0.2,0.0,0.5,0.1,0.1,0.0,33.3,0.0,0.0,0.4,0.4,0.0,0.0,4.0,2.2,0.1,1.42,0.45,0.1,0.0,0.4,1556.6,0.16,0.13,4.45,DEN
499,Tyler Ulis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.01,0.03,0.0,CHI
500,Tyler Zeller,14.0,0.7,0.0,1.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,21.3,16.3,0.6,1.75,0.48,2.8,0.7,4.3,6075.3,0.6,0.55,4.17,MEM
501,Tyreke Evans,20.9,2.4,0.3,4.2,6.5,3.0,2.3,35.9,0.6,9.4,1.7,1.6,2.8,1.4,34.3,21.1,2.3,3.98,3.18,0.4,0.3,0.8,7546.9,0.76,0.67,3.93,IND
502,Tyrone Wallace,13.1,0.7,0.1,1.4,2.8,1.5,0.9,33.1,0.1,5.1,0.3,0.3,0.6,0.0,18.2,8.4,1.0,3.33,2.99,0.2,0.1,0.6,4467.3,0.45,0.39,4.61,LAC
503,Tyson Chandler,15.6,0.7,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,8.4,0.4,1.35,0.23,1.8,0.1,3.3,5850.8,0.58,0.53,3.9,LAL
504,Tyus Jones,44.1,4.8,0.7,9.0,4.6,2.7,1.5,32.4,0.5,10.5,1.1,1.0,2.9,0.9,54.4,17.4,4.5,4.92,4.44,0.2,0.0,0.3,9252.5,0.96,0.79,4.28,MIN
505,Udonis Haslem,8.0,0.2,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.5,0.2,12.2,6.4,0.4,1.95,0.63,0.6,0.8,1.3,2676.8,0.27,0.24,3.82,MIA
506,Victor Oladipo,38.6,5.2,0.8,8.0,9.5,4.4,3.4,36.0,0.9,9.9,3.1,2.7,8.4,3.3,61.3,35.8,3.9,3.8,3.44,0.7,0.0,0.8,12789.3,1.28,1.15,4.28,IND
507,Vince Carter,24.1,1.1,0.1,2.0,1.6,0.9,0.5,32.3,0.1,6.5,3.5,3.4,1.1,0.7,31.6,17.8,0.9,1.67,0.71,0.7,0.6,0.7,6697.0,0.68,0.59,4.02,ATL
508,Vincent Edwards,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,5.0,0.1,1.22,0.57,0.0,0.0,0.0,3044.5,0.31,0.27,4.27,HOU
509,Wade Baldwin IV,9.9,0.8,0.1,1.8,2.7,1.1,1.2,44.2,0.2,7.0,0.2,0.2,0.8,0.4,14.0,3.9,1.4,6.04,5.65,0.0,0.1,0.3,2594.2,0.28,0.21,4.69,POR
510,Walt Lemon Jr.,47.3,5.0,0.2,9.2,17.7,8.3,7.5,42.5,1.5,8.5,0.8,0.8,3.8,0.0,66.5,22.0,5.7,5.17,5.13,0.7,0.0,1.2,11309.0,1.14,1.01,4.37,CHI
511,Wayne Ellington,17.6,1.4,0.2,2.7,1.9,0.8,0.9,48.5,0.2,12.9,4.9,4.8,2.5,2.2,27.7,21.8,0.9,1.91,1.18,0.3,0.0,0.3,9688.0,1.03,0.81,4.28,DET
512,Wayne Selden,14.7,1.5,0.1,2.5,4.4,2.1,1.6,35.8,0.4,8.2,2.0,1.9,1.9,0.4,23.5,17.0,1.0,2.58,1.89,0.3,0.1,0.6,7142.5,0.73,0.62,3.96,CHI
513,Wendell Carter Jr.,28.3,1.8,0.0,3.4,0.3,0.2,0.1,20.0,0.0,6.7,2.2,0.6,0.8,0.1,39.8,27.1,1.1,1.67,0.48,5.8,3.1,6.2,10064.4,1.02,0.89,4.25,CHI
514,Wes Iwundu,12.3,1.1,0.2,2.1,1.8,0.9,0.6,35.5,0.1,5.6,1.2,1.1,0.9,0.1,18.4,12.5,0.8,2.59,1.72,0.3,0.0,0.9,7522.5,0.76,0.66,4.43,ORL
515,Wesley Johnson,10.6,0.6,0.1,1.1,0.2,0.1,0.0,12.5,0.0,0.0,1.8,1.6,1.2,0.4,14.9,9.5,0.4,1.45,0.61,0.3,0.0,0.5,5664.4,0.56,0.51,4.28,WAS
516,Wesley Matthews,22.4,2.3,0.3,3.7,3.7,1.7,1.4,37.3,0.5,13.5,4.4,4.3,3.3,1.5,36.1,27.4,1.3,2.15,1.31,0.9,2.7,1.2,11804.1,1.22,1.02,4.14,IND
517,Will Barton,33.0,2.9,0.4,5.6,6.6,3.1,2.7,40.0,0.5,7.4,3.0,2.8,3.6,1.7,47.2,29.7,2.5,3.23,2.59,0.5,0.2,1.1,10791.3,1.11,0.94,4.17,DEN
518,Willie Cauley-Stein,31.8,2.4,0.3,4.0,1.7,1.0,0.3,16.3,0.0,2.2,0.6,0.0,0.6,0.0,44.2,26.0,1.4,1.85,0.67,6.4,2.9,8.2,10643.5,1.03,0.98,4.16,SAC
519,Willy Hernangomez,24.5,1.0,0.1,1.9,0.3,0.1,0.0,5.3,0.0,0.0,0.9,0.6,0.1,0.0,32.1,16.8,0.8,1.43,0.45,2.8,1.2,5.1,5756.4,0.6,0.49,4.38,CHA
520,Wilson Chandler,22.7,1.6,0.2,2.6,1.7,0.7,0.7,38.8,0.2,12.9,2.8,2.7,0.7,0.2,29.9,17.1,0.9,1.88,0.75,1.3,0.5,1.4,9053.5,0.91,0.8,4.21,LAC
521,Yante Maten,7.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,10.0,3.5,0.2,1.26,0.25,0.0,0.0,1.0,2578.5,0.25,0.24,4.27,MIA
522,Yogi Ferrell,23.3,1.9,0.3,3.8,3.6,1.3,1.8,51.4,0.4,11.8,1.2,1.2,2.3,0.9,30.2,10.3,2.3,4.54,4.12,0.2,0.0,0.3,6300.1,0.65,0.54,4.43,SAC
523,Yuta Watanabe,10.4,0.5,0.0,1.2,1.6,0.7,0.6,37.5,0.1,4.2,1.1,0.9,1.2,0.1,14.7,8.7,0.5,2.02,1.09,0.2,0.2,0.5,4913.3,0.5,0.43,4.47,MEM
524,Zach Collins,21.0,0.9,0.0,1.5,0.6,0.3,0.2,31.8,0.0,0.0,1.7,1.5,0.3,0.1,28.4,14.9,0.8,1.63,0.46,1.9,1.7,3.1,6958.8,0.73,0.58,4.18,POR
525,Zach LaVine,36.6,4.5,0.6,8.6,13.6,6.7,4.0,29.4,0.8,6.2,2.0,1.7,6.4,3.1,63.0,36.5,4.8,4.57,3.96,0.8,0.5,1.4,14211.2,1.48,1.21,4.43,CHI
526,Zach Lofton,3.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,0.2,1.83,1.2,0.0,0.0,0.0,1474.0,0.14,0.14,4.5,DET
527,Zaza Pachulia,16.2,1.3,0.0,2.3,0.4,0.1,0.1,38.5,0.0,3.8,0.5,0.0,0.2,0.0,20.8,12.8,0.6,1.84,0.62,2.4,1.0,3.5,4925.7,0.51,0.42,4.06,DET
528,Zhaire Smith,12.3,1.7,0.0,2.0,2.3,1.0,0.7,28.6,0.0,0.0,2.2,2.0,1.3,0.7,20.2,15.5,0.6,1.79,1.04,0.7,0.0,1.0,7941.8,0.84,0.67,4.58,PHI
529,Zhou Qi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,1.0,1.0,0.0,0.76,0.0,0.0,0.0,1.0,385.0,0.03,0.04,5.01,HOU
